device_id,timestamp,temperature,humidity,ppm,aqi
101,2024-09-01 00:00:00,22.49080237694725,32.959305018703375,130.85284186795298,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 00:05:00,34.01428612819832,57.93306631648507,123.48939953599991,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 00:10:00,29.6398788362281,81.10620851134857,453.12729026051835,Brown (Hazardous)
101,2024-09-01 00:15:00,26.973169683940732,71.25574204866928,124.77309992475305,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 00:20:00,18.12037280884873,76.45928035030148,135.97486306431549,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 00:25:00,18.119890406724053,66.11483566975022,379.69913120898184,Brown (Hazardous)
101,2024-09-01 00:30:00,16.161672243363988,68.45935951624966,224.86992122527,Purple (Very Unhealthy)
101,2024-09-01 00:35:00,32.3235229154987,79.44369560957236,388.3552784775906,Brown (Hazardous)
101,2024-09-01 00:40:00,27.022300234864176,37.47676062014301,32.683078782192624,Green (Healthy)
101,2024-09-01 00:45:00,29.16145155592091,54.259747455019834,243.78559683669215,Purple (Very Unhealthy)
101,2024-09-01 00:50:00,15.411689885916049,35.484660927372154,16.806800091641318,Green (Healthy)
101,2024-09-01 00:55:00,34.39819704323989,89.13676055976529,31.32660172767726,Green (Healthy)
101,2024-09-01 01:00:00,31.648852816008436,86.08415377806293,453.2187266722055,Brown (Hazardous)
101,2024-09-01 01:05:00,19.246782213565524,22.759876795795414,69.62268555879758,Yellow (Moderate)
101,2024-09-01 01:10:00,18.636499344142013,69.3902620760982,266.21034113760857,Purple (Very Unhealthy)
101,2024-09-01 01:15:00,18.668090197068675,84.7673822190966,205.54780130035329,Purple (Very Unhealthy)
101,2024-09-01 01:20:00,21.084844859190753,32.64027415891334,173.67166312942135,Red (Unhealthy)
101,2024-09-01 01:25:00,25.495128632644757,59.756166138684065,449.9166728436362,Brown (Hazardous)
101,2024-09-01 01:30:00,23.638900372842315,84.08418083116293,10.91169838774475,Green (Healthy)
101,2024-09-01 01:35:00,20.824582803960837,22.37621850100592,331.8948430877945,Brown (Hazardous)
101,2024-09-01 01:40:00,27.237057894447588,68.8194187072788,481.6972171067752,Brown (Hazardous)
101,2024-09-01 01:45:00,17.789877213040835,40.81443051607855,280.084091730921,Purple (Very Unhealthy)
101,2024-09-01 01:50:00,20.842892970704362,84.70773367635712,468.4112310165459,Brown (Hazardous)
101,2024-09-01 01:55:00,22.327236865873836,87.97407716157575,26.128939643011883,Green (Healthy)
101,2024-09-01 02:00:00,24.12139968434072,86.09865423794038,209.3966595370807,Purple (Very Unhealthy)
101,2024-09-01 02:05:00,30.703519227860273,53.194995166022466,130.07889548102557,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 02:10:00,18.993475643167194,80.34298556925194,365.41048249036487,Brown (Hazardous)
101,2024-09-01 02:15:00,25.284688768272233,79.11845789745493,490.64854524862335,Brown (Hazardous)
101,2024-09-01 02:20:00,26.848291377240848,42.337033127027894,128.2650312221239,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 02:25:00,15.929008254399955,78.02408319054742,327.08730073703725,Brown (Hazardous)
101,2024-09-01 02:30:00,27.150897038028766,22.59053443008448,99.04881637987006,Yellow (Moderate)
101,2024-09-01 02:35:00,18.41048247374583,61.738891493743715,282.66512728580494,Purple (Very Unhealthy)
101,2024-09-01 02:40:00,16.30103185970559,36.100618610139215,231.9662433441681,Purple (Very Unhealthy)
101,2024-09-01 02:45:00,33.977710745066666,28.439682004409516,486.0026648157685,Brown (Hazardous)
101,2024-09-01 02:50:00,34.31264066149119,25.38672411404464,304.26363634823326,Brown (Hazardous)
101,2024-09-01 02:55:00,31.16794696232922,68.74021431146979,174.75318604340939,Red (Unhealthy)
101,2024-09-01 03:00:00,21.092275383467413,43.791247463764634,57.04789244396669,Yellow (Moderate)
101,2024-09-01 03:05:00,16.95344228012768,70.73367400701329,75.62341436746728,Yellow (Moderate)
101,2024-09-01 03:10:00,28.684660530243136,24.574943855925966,112.65846497561755,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 03:15:00,23.803049874792027,42.07032364814272,125.483330670149,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 03:20:00,17.440764696895577,57.7643904662736,425.3080289205689,Brown (Hazardous)
101,2024-09-01 03:25:00,24.903538202225405,75.35062153872744,280.61139414126245,Purple (Very Unhealthy)
101,2024-09-01 03:30:00,15.687770422304368,42.312675205244894,261.6954556871832,Purple (Very Unhealthy)
101,2024-09-01 03:35:00,33.186408041575646,63.81239635059064,57.38443593460873,Yellow (Moderate)
101,2024-09-01 03:40:00,20.17559963200034,82.0184423765331,430.0698466747175,Brown (Hazardous)
101,2024-09-01 03:45:00,28.25044568707964,63.11042317276132,361.40715160424185,Brown (Hazardous)
101,2024-09-01 03:50:00,21.23422152178822,36.30716323275436,33.83418095000079,Green (Healthy)
101,2024-09-01 03:55:00,25.401360423556216,21.70805470895766,353.9175486148843,Brown (Hazardous)
101,2024-09-01 04:00:00,25.934205586865595,80.90692117306509,271.769108671323,Purple (Very Unhealthy)
101,2024-09-01 04:05:00,18.69708911051054,21.4888587595271,40.86267287338913,Green (Healthy)
101,2024-09-01 04:10:00,34.39169255529117,81.22911708789397,229.15032076432823,Purple (Very Unhealthy)
101,2024-09-01 04:15:00,30.50265646722229,57.02559938190484,242.3481435650235,Purple (Very Unhealthy)
101,2024-09-01 04:20:00,33.78997883128378,85.73473889590274,82.88727008163788,Yellow (Moderate)
101,2024-09-01 04:25:00,32.89654700855297,75.91482650415658,472.8490735001412,Brown (Hazardous)
101,2024-09-01 04:30:00,26.957999576221702,89.85538773733363,424.98768574033096,Brown (Hazardous)
101,2024-09-01 04:35:00,33.437484700462335,44.54982708161971,334.51116866455413,Brown (Hazardous)
101,2024-09-01 04:40:00,16.76985004103839,73.70318022517888,231.1477805003036,Purple (Very Unhealthy)
101,2024-09-01 04:45:00,18.919657248382904,48.13516395264695,205.88277079225426,Purple (Very Unhealthy)
101,2024-09-01 04:50:00,15.90454577821076,53.59129342127362,325.4867335754771,Brown (Hazardous)
101,2024-09-01 04:55:00,21.506606615265287,63.9253824252859,272.7159347034527,Purple (Very Unhealthy)
101,2024-09-01 05:00:00,22.77354579378964,81.15739799304372,31.136552940942806,Green (Healthy)
101,2024-09-01 05:05:00,20.426980635477918,88.88584284395066,256.25132438516584,Purple (Very Unhealthy)
101,2024-09-01 05:10:00,31.57475018303859,73.77913897051627,403.2018086164197,Brown (Hazardous)
101,2024-09-01 05:15:00,22.135066533871786,49.243674751713364,229.61993879847904,Purple (Very Unhealthy)
101,2024-09-01 05:20:00,20.618690193747614,49.494990159394916,25.978288777134207,Green (Healthy)
101,2024-09-01 05:25:00,25.853921663164968,71.6307611112224,393.13909969201654,Brown (Hazardous)
101,2024-09-01 05:30:00,17.818484499495252,36.71440020378117,100.6818910679872,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 05:35:00,31.043939615080795,27.733187919197626,129.31041744401938,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 05:40:00,16.491012873595416,44.82355103485436,82.35317671614794,Yellow (Moderate)
101,2024-09-01 05:45:00,34.73773873201034,40.10672941578572,165.10753243574877,Red (Unhealthy)
101,2024-09-01 05:50:00,30.444895385933147,40.741568431919305,378.3757528443175,Brown (Hazardous)
101,2024-09-01 05:55:00,18.974313630683447,36.35254257349369,259.6929297519687,Purple (Very Unhealthy)
101,2024-09-01 06:00:00,15.110442342472048,22.94652327454533,102.44063707535628,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 06:05:00,31.309228569096682,21.251175431338968,438.91503907602043,Brown (Hazardous)
101,2024-09-01 06:10:00,29.137146876952343,89.14056728152221,439.7909274757646,Brown (Hazardous)
101,2024-09-01 06:15:00,29.580143360819747,49.94411936151036,435.28921252300347,Brown (Hazardous)
101,2024-09-01 06:20:00,30.425406933718914,46.90286530117771,119.39810569076964,Orange (Unhealthy for Sensitive Groups)
101,2024-09-01 06:25:00,16.480893034681806,67.57530978851489,225.61967209049405,Purple (Very Unhealthy)
101,2024-09-01 06:30:00,22.169314570885454,35.27777215055449,492.49482807043756,Brown (Hazardous)
101,2024-09-01 06:35:00,17.317381190502594,86.49728287651577,386.0062381549952,Brown (Hazardous)
101,2024-09-01 06:40:00,32.26206851751187,75.04415100908864,13.583710612779909,Green (Healthy)
101,2024-09-01 06:45:00,27.46596253655116,26.258770161858166,32.602295630246026,Green (Healthy)
101,2024-09-01 06:50:00,21.617960497052984,49.230654304944984,231.96568840616638,Purple (Very Unhealthy)
101,2024-09-01 06:55:00,16.27116700572047,81.53828152935154,454.6101029307801,Brown (Hazardous)
101,2024-09-01 07:00:00,21.219646434313244,86.13124156039872,269.3508989763571,Purple (Very Unhealthy)
101,2024-09-01 07:05:00,21.503666440534943,52.718105787490884,248.9062540171451,Purple (Very Unhealthy)
101,2024-09-01 07:10:00,29.59212356676128,62.93879724474954,52.73684997831529,Yellow (Moderate)
101,2024-09-01 07:15:00,27.751149427104263,31.692376226445266,328.390052362147,Brown (Hazardous)
101,2024-09-01 07:20:00,32.744254851526534,89.38180382958836,411.05158030011273,Brown (Hazardous)
