temperature,humidity,ppm
27.483570765056164,59.26177547531641,269.9677718293001
24.308678494144075,69.0941664047013,246.23168414563844
28.23844269050346,36.01432426180859,202.9815184960087
32.61514928204013,55.62969236690571,167.6531611147213
23.829233126383322,43.49357430878173,234.9111656806795
23.8293152152541,45.12874616235304,219.67426927108747
32.896064077536955,44.07606075761131,244.7596610013866
28.837173645764544,41.36009230320184,231.75859008409847
22.65262807032524,50.48521627944827,252.47763576596677
27.712800217929825,41.69049883588962,173.2382394219716
22.682911535937688,52.704568257798385,265.8697032817163
22.671351232148716,49.49761890550863,209.87998023461998
26.20981135783017,47.6105195313359,303.76304363126326
15.43359877671101,40.92436337958402,165.5406090955216
16.375410837434835,44.23228669431667,286.79819015826246
22.188562353795135,57.55391225825756,209.8955391731324
19.93584439832788,55.009171876243805,167.42909981927758
26.571236662976368,40.22444755201449,175.80570829728393
20.459879622393945,50.99332305429226,183.982634590284
17.938481493323543,57.51387123371789,221.20829732009582
32.32824384460777,33.305947188786284,226.14177440177497
23.871118497567323,55.43360192379935,171.31499980307106
25.33764102343962,43.37376241054153,198.78227038695087
17.87625906893272,55.70598668593159,307.11351793059316
22.278086377374088,42.367408434574834,286.3771585050356
25.55461294854933,31.95117899335481,221.8161834837016
19.245032112888488,33.72457562116837,201.90017390841
26.87849009172836,50.48084946661382,206.00156633591305
21.996806550405974,52.59722501721482,230.67589863652083
23.541531251033618,40.956833748955916,148.86037174007973
21.991466938853016,56.38592458777374,187.13117312883276
34.26139092254469,33.3847993773104,116.57079630612053
24.93251387631033,49.33920201352684,219.96115613026396
19.711445355220498,37.889838002375434,232.35979698513705
29.112724560515943,43.48163892197841,175.84067688503131
18.895781750144888,50.47398671316414,278.6993381645016
26.044317975023777,41.39586634716048,138.71171684988295
15.201649380601122,46.154444557701744,126.78125598950899
18.359069755507846,60.0629280921444,211.2225909279986
25.984306179345616,44.23108130476851,252.35491513060774
28.692332899977053,58.35692112065142,284.1963845728934
25.85684140594985,38.702931453423815,177.055786856553
24.421758588058797,55.298041779152825,253.93404167156478
23.494481522053555,64.41568620657901,198.07457652496464
17.607390048162863,25.283554998727105,191.36863500295902
21.400778958026457,42.03104744529523,244.1829968743336
22.696806145201062,55.7707212718054,232.616143920671
30.285611131094576,47.96954613957007,121.18039215078753
26.71809144784231,53.71145873371309,273.8270174862948
16.18479922318633,43.960148132841795,269.0045677073726
26.620419846973974,50.865897874729,168.72186492452352
23.074588597918417,48.44322764607921,219.79017667187046
21.615389998470206,61.67782061659807,224.70150931413696
28.05838144420434,52.54420843301213,213.03368829119535
30.154997612479754,53.37602662075202,172.484742307729
29.656400595580994,45.881230338775325,166.41883160309743
20.803912383886807,45.123937759275066,198.72229645042773
23.453938120743928,45.67441812180379,258.63645096296824
26.65631715701782,53.944521423782966,227.1800077297216
